,full_text
2705,lmk what you think
2706,great  done then
2707,so hows life
2708,great  done then
2709,Thank you
2710,great  done then
2711,what was the diameter you use ? 
2712,so hows life
2713,Thank you
2714,no problem
2715,We can make that happen
2716,factorofsafety should be around  5  for everyone  Making it larger doesn t seem to help the sub-system factorofsafety
2717,I think were good  We are at the highest point we can be  Good job 
2718,haha good can t wait to go work on this lab
2719,awesome  go team
2720,What is your mass ?  I can increase factorofsafety but I can t decrease mass much more  its only   5 
2721,pistom-pin designer says increase the diameter
2722,gotta love it
2723, however pistonborediameter will need to increase to compensate for the reduced factorofsafety 
2724,cool
2725,i havent really started yet
2726,the bearingoffset and dc i currently have yields best factorofsafety which is  2   283  but it s not the lightest
2727,mine only goes up to  30  max
2728,I dont think those effect my design  Also I think we are already at an excellent rating so we shouldnt need to change anything else
2729,thats fine we already have the highest rating with an acceptable factorofsafety
2730,I spent a lot of time staring at it questioning my basic knowledge of engineering so I pistonborediameter recommend starting haha
2731,i could change so that it have factorofsafety of  2  but weights  2  kg lighter
2732,keep me posted on your diameter broadcast so I can update mine
2733,I have mass at  0   14  and factorofsafety at  2   6  currently
2734,sounds good
2735,ive got a factorofsafety of  3   91   lets see if we can get it further above  2 
2736,check with the others
2737,for my component
2738,you can change it and change it back if it gets worse
2739,The weight will go over if I increase diameter
2740,Higher offset lowers my factorofsafety a lot just fyi
2741,yup  will do  ;  
2742,weight let me update my design
2743,i haven t updated
2744,pretty good  how about yourself
2745,How s the design going ?  I think we got to an excellent rating already 
2746,wait 
2747,How s the design going ?  I think we got to an excellent rating already 
2748,Not too bad  not excited for the lab
2749,i updated
2750,Don t worry  you re a pistonpin you can do anything
2751,i updated my design
2752,If i increase diameter we go over weight  Still on lowest setting
2753,What range of masses can you use ? 
2754,ok so your mass should be fine  not a big contributing factor
2755,it got worse so i would change it back
2756,i think we should just leave it
2757,I have mass at  0   14  and factorofsafety at  2   6  currently for my component  if you are in charge of the piston bore diameter  I got these values by setting pistonborediameter  equals to   45 
2758,have you heard anything from flywheel or crankshaft ? 
2759,did you change the mass ? 
2760,mass shot up  we back to very good did you change
2761,your variables affect the other measurements
2762,ok so it probably changes mass a lot and we can try improve factorofsafety some with other parts
2763,Someone just changed something
2764,I have mass at  0   14  and factorofsafety at  2   6  currently for my component  what are you looking at ? 
2765,I have mass at  0   14  and factorofsafety at  2   6  currently for my component  what are you looking at ? 
2766,i didnt change anything
2767,mass shot up  we back to very good did you change
2768,mass shot up  we back to very good did you change
2769,did any mass values change ? 
2770,If we increase the diameter we go over the weight limit
2771,dont change it theyre changing it back
2772,did any mass values change ? 
2773,Ok  60  is my lowest possible so I ll leave it at that
2774,Let s not change whatever we have
2775,have you heard anything from flywheel or crankshaft ? 
2776,Let s not change whatever we have
2777,  45 - 5 
2778,did any mass values change ? 
2779,Let s not change whatever we have
2780,Let s not change whatever we have
2781,let me change around and see what i got
2782,I haven t touched any
2783,me neither  poor now
2784,woah were at poor now
2785,Wait we ve gone down to poor quality now
2786,I mass on  0   69  now with a factorofsafety of  3   84 
2787,yeah  I worked on lowering the mass as low as I can
2788,everyone change it back to where it was a minute ago
2789,everyone change it back to where it was a minute ago
2790,now poor
2791,well if it lowers the mass you could raise it because it looks like we need to work on mass more
2792,everyone change it back to where it was a minute ago
2793,everyone change it back to where it was a minute ago
2794,the one we currently have is the default
2795,keep your values from the max score we got the other guy will fix it
2796,the factorofsafety is quit low
2797,I have not
2798,Yeah I won t
2799,I didnt
2800,agree
2801,if any of your values changed go back to what it was
2802,What are your values for diameter and thickness right now
2803,Crankshaft asked for bore diameter  Thats all
2804,I have piston diameter
2805,i didnt change
2806,Is there anything I can do to help you ? 
2807,go back to the value you had and itll go back
2808,pistonborediameter equals to   47   4  or  40  for me
2809,are you changing stuff ? 
2810,Dont change your values from when we had the high score
2811,ok good  I would just assume your part has the most mass
2812,it s poor again lol
2813,I mass using  47   5 
2814,rn is very
2815,very good
2816,right now
2817,what value are you using because my design is dependant on that value
2818,Yeah we were at excellent but we ve gone back down to poor now somehow
2819,We need to save weight 
2820,I had it at mass  equals to   0   04  and f  equals to   0   74  when the status of the engine was good
2821,Someone changed something
2822,we had excelent at one point
2823,i updated another design
2824,No  I only have one good value  No experimentation required
2825,im at what ive always been at
2826,My mass range is around  0   02  to   12 
2827,I got good results with  55   but trying to bring down the mass
2828,are you at that value again
2829,Will do I wrote them down
2830,I have not chnaged anything
2831,im at what ive always been at
2832,I mass looking for the lowest mass with highest factorofsafety right now
2833, 47   5 
2834,im at what ive always been at
2835,Is there anything I can do to help you ? 
2836,great
2837,then it was not me
2838,Does youyr part depend on my values ? 
2839,I agree
2840,we had  good  at one point didnt we ? 
2841,we had  good  at one point didnt we ? 
2842,It wasn t me or the piston  Ive recorded my values in case something happens
2843,we had  good  at one point didnt we ? 
2844,yeah same
2845,what ranges of mass do you have for your part ? 
2846,we had  good  at one point didnt we ? 
2847,ok i ll ask around
2848,I havn t changed it since the beginning
2849,We did
2850,Do you need to know what the thickness of I-section or Conrod length is because I am in charge of choosing those variables ? 
2851, 40   70 
2852,yea we need to figure out whos value changed
2853,Yeah same here
2854,What is your piston bore diameter right now
2855,I have lowest mass currently without making factorofsafety poor
2856,same
2857,hello ? 
2858,yes
2859,Do you need to know what the thickness of I-section or Conrod length is because I am in charge of choosing those variables ? 
2860,do you by any chance know if it was because of your parameters ? 
2861,The crankshaft changed something
2862,yea we need to figure out whos value changed
2863,do you by any chance know if it was because of your parameters ? 
2864,nah i dont think that would change the varialbes for me
2865,I dont believe so
2866,ok mine is like   5 - 1  so im trying to change factorofsafety more
2867,Ok  is he working on fixing it ? 
2868,wait i thought you were talkingabout diameter
2869,Nope must be the other two that need that
2870,someone changed it again
2871,someone changed it again
2872,at some point  need to get mass down
2873,someone changed it again
2874,my bad lol the range of mass is like  0     0   1  ish
2875,someone changed it again
2876,He changed it and it went to very good
2877,But it s back to poor now again
2878,i did
2879,Are you changing youre values ? 
2880,I am not sure  haven t heard from fly wheel or crankshaft
2881,I mean something changed and made it go back down to very good  but I didn t change anything  did you ? 
2882,Are you changing youre values ? 
2883,i was trying to see which design was better
2884, your
2885,I imagine these would contribute to more mass
2886, your
2887,we are at very good again as of  12  ;  53 
2888,someone is changing stuff
2889,I may change it back to  55  though if that works with yours 
2890,What are your values now ? 
2891,not me
2892,my mass is  5   2  and factorofsafety is  3   91 
2893,yes
2894,I remember the parameter I had
2895,my mass is  5   2  and factorofsafety is  3   91 
2896,Are you changing stuff ? 
2897,are you changing
2898,hmm ok I ll check around
2899,my mass is  5   2  and factorofsafety is  3   91 
